SentId	Sentences	Class
198381	"Abatacept may be used as an alternative to a TNF inhibitor in patients in whom MTX plus a TNF inhibitor would otherwise be appropriate, particularly in patients unable to use a TNF inhibitor and in patients with a high level of disease activity."	1
198382	It may have a faster onset of action than triple therapy or leflunomide (LEF).	0
198383	"We generally prefer a TNF inhibitor over abatacept because the data supporting the use of abatacept are more limited than those available for the TNF inhibitors, although they suggest comparable benefit."	0
198384	"LEF may be of particular benefit for patients in whom regulatory or cost considerations preclude use of a biologic agent, despite failure of MTX to adequately control disease activity."	1
198385	"It can be used in place of MTX in those patients who do not tolerate MTX, or it can be used in combination with MTX instead of adding a biologic agent."	1
198386	It is also an option for patients who prefer not to use a parenterally administered drug.	1
198387	"In patients resistant to MTX, particularly those with high levels of disease activity or with adverse prognostic features, we prefer combination therapy with MTX plus a TNF inhibitor."	1
198388	"We usually use etanercept (50 mg administered subcutaneously once weekly) or adalimumab (40 mg administered subcutaneously every two weeks) as the initial TNF inhibitor in combination with continued MTX therapy, after appropriate pretreatment measures have been performed."	0
198389	An alternative TNF inhibitor in patients who prefer therapy by less frequent intravenous infusions is infliximab (usually 3 to 5 mg/kg every eight weeks).	1
198390	Other alternative TNF inhibitors include golimumab and certolizumab pegol.	0
198391	"In patients with an inadequate response to MTX, the use of combination therapy with the addition of a TNF inhibitor is supported by multiple randomized trials and meta-analyses that demonstrate the superiority of this approach compared with adding placebo while continuing the MTX."	1
198392	"The American College of Rheumatology (ACR) 20 percent response (ACR20), ACR50, and ACR70 are composite measures reflecting at least 20, 50, and 70 percent improvement in several defined measurements of disease activity."	0
198393	"Trials of MTX plus a TNF inhibitor in patients who have not responded adequately to MTX alone typically result in ACR20, ACR50, and ACR70 response rates of about 60, 40, and 20 percent, respectively."	1
198394	"Indirect comparisons of the biologic agents in meta-analyses of randomized trials involving patients with an inadequate response to MTX have shown a statistically nonsignificant trend suggesting that TNF inhibitors may be more likely to result in an ACR50 response compared with other biologic agents (odds ratio [OR] 1.30, 95% CI 0.91-1.86)."	1
198395	"Meta-analyses and randomized trials have also shown that combination therapy of MTX with a biologic agent, such as a TNF inhibitor, is superior to biologic or traditional DMARD monotherapy in patients who are naive to DMARDs."	1
198396	"However, in patients who have had an inadequate response to MTX, most randomized trials have continued MTX while adding either a biologic or a placebo."	1
198397	A small number of randomized trials and retrospective studies have evaluated the relative benefits of adding a biologic agent to MTX compared with biologic monotherapy;	0
198398	"results range from showing small, statistically nonsignificant advantages for combination therapy to demonstrating substantial added benefit that is both statistically and clinically significant."	0
198399	Trials of biologic DMARDs and data supporting their use in patients with active RA are described in detail separately.	1
198400	The evidence comparing the efficacy and safety of MTX plus a TNF inhibitor in this setting with those of nonbiologic DMARD triple therapy and with those of MTX plus abatacept are described in detail below.	0
198401	There is no convincing evidence that any one of the TNF inhibitors has greater efficacy than the others.	0
198402	"The choice of TNF inhibitor depends upon regulatory or insurance restrictions on drug choice, upon safety issues, and upon patient preference for route and/or frequency of injection."	0
198403	Etanercept and adalimumab might be safer than infliximab.	0
198404	"However, comparisons between these agents are largely indirect;"	0
